fname,id,actions,text,category
Cleaned-KLS_Jelly0_4_1_Dirs_1.txt,458-2,"Any[1,1,1,1,1,4]",follow it all the way to the other end of the hall,MoveToX
Cleaned-KLS_Jelly0_4_1_Dirs_1.txt,458-3,"Any[3,4]",here take a left towards the easel,TurnToX
Cleaned-KLS_Jelly0_4_1_Dirs_1.txt,458-4,"Any[1,1,3,4]",go past the easel to the end of this hall and take a left onto the red brick at the corner,AnyCombination
Cleaned-KLS_Jelly0_4_1_Dirs_1.txt,458-5,"Any[1,4]",the very next intersection is 1,MoveToX
Cleaned-KLS_Jelly0_4_2_Dirs_1.txt,885-1,"Any[2,4]",take the yellow path away from the end of the hall,TurnToX
Cleaned-KLS_Jelly0_4_2_Dirs_1.txt,885-2,"Any[1,1,2,1,1,1,1,1,4]",at the blue path intersection take a right and follow the blue path to the very end of the hall,AnyCombination
Cleaned-KLS_Jelly0_4_2_Dirs_1.txt,885-3,"Any[3,1,2,4]",here take a left on the plain path towards the easel and then a right onto the wood path at the easel,AnyCombination
Cleaned-KLS_Jelly0_4_2_Dirs_1.txt,885-4,"Any[1,1,3,4]",at the end of this hall take a left towards the lamp,AnyCombination
Cleaned-KLS_Jelly0_4_2_Dirs_1.txt,885-5,"Any[1,2,1,4]",once at the lamp take a right to the very end of the hall and at the corner this is 2,AnyCombination
Cleaned-KLS_Jelly0_4_3_Dirs_1.txt,1350-1,"Any[2,4]",take the yellow path towards the coat rack,TurnToX
Cleaned-KLS_Jelly0_4_3_Dirs_1.txt,1350-2,"Any[1,1,2,4]",at the coat rack take a right onto the blue path,AnyCombination
Cleaned-KLS_Jelly0_4_3_Dirs_1.txt,1350-3,"Any[1,1,2,2,1,4]",go 2 intersections down and you'll be at 3,Move
Cleaned-KLS_Jelly0_4_5_Dirs_1.txt,492-1,"Any[2,4]",follow the yellow path towards the coat rack,MoveToX
Cleaned-KLS_Jelly0_4_5_Dirs_1.txt,492-2,"Any[1,1,2,4]",at the coat rack take a right onto the blue path,AnyCombination
Cleaned-KLS_Jelly0_4_5_Dirs_1.txt,492-3,"Any[1,1,1,1,1,3,4]",take the blue path all the way to the end of the hall and at the corner go left towards the easel,AnyCombination
Cleaned-KLS_Jelly0_4_5_Dirs_1.txt,492-4,"Any[1,2,1,4]",at the easel take a right onto the wood path and the very next section will be 5,AnyCombination
Cleaned-KLS_Jelly0_4_6_Dirs_1.txt,730-1,"Any[2,1,1,4]",take the yellow path away from the end of the hall to the blue path intersection,AnyCombination
Cleaned-KLS_Jelly0_4_6_Dirs_1.txt,730-2,"Any[2,1,1,1,1,4]",at the coat rack take a right onto the blue path and follow past the chair to the pink path intersection,AnyCombination
Cleaned-KLS_Jelly0_4_6_Dirs_1.txt,730-3,"Any[2,1,2,1,4]",at this intersection go right onto the pink path and at the very first intersection go right to the very end of the hall and this is 6,AnyCombination
Cleaned-KLS_Jelly0_4_7_Dirs_1.txt,417-1,"Any[2,1,1,1,4]",take the yellow path all the way to the other end of the hall,AnyCombination
Cleaned-KLS_Jelly0_4_7_Dirs_1.txt,417-2,"Any[2,4]",here take a right onto the black path,TurnToX
Cleaned-KLS_Jelly0_4_7_Dirs_1.txt,417-3,"Any[1,1,4]",follow the black path all the way until you reach a black stool,MoveToX
Cleaned-KLS_Jelly0_5_1_Dirs_1.txt,1550-1,"Any[2,4]",take the wood path towards the easel,TurnToX
Cleaned-KLS_Jelly0_5_1_Dirs_1.txt,1550-2,"Any[1,2,1,4]",at the easel go right and follow the path to the end of the hall,AnyCombination
Cleaned-KLS_Jelly0_5_1_Dirs_1.txt,1550-3,"Any[3,4]",at this corner turn left onto the red brick,TurnToX
Cleaned-KLS_Jelly0_5_1_Dirs_1.txt,1550-4,"Any[1,4]",the next intersection is 1,MoveToX
Cleaned-KLS_Jelly0_5_2_Dirs_1.txt,500-1,"Any[2,4]",take the wood path away from the easel,TurnToX
Cleaned-KLS_Jelly0_5_2_Dirs_1.txt,500-2,"Any[1,3,4]",at the corner take a left,AnyCombination
Cleaned-KLS_Jelly0_5_2_Dirs_1.txt,500-3,"Any[1,2,4]",follow the path to the next corner and take a right at the lamp,AnyCombination
Cleaned-KLS_Jelly0_5_2_Dirs_1.txt,500-4,"Any[1,4]",go straight to the very next corner and this is 2,MoveToX
Cleaned-KLS_Jelly0_5_3_Dirs_1.txt,940-1,"Any[2,1,3,4]",take the wood path towards the easel and at the easel go left,AnyCombination
Cleaned-KLS_Jelly0_5_3_Dirs_1.txt,940-2,"Any[1,2,4]",at the next corner take a right onto the blue path and follow it towards the chair,AnyCombination
Cleaned-KLS_Jelly0_5_3_Dirs_1.txt,940-3,"Any[1,1,1,1,4]",one intersection past the chair is position 3,Conditional
Cleaned-KLS_Jelly0_5_4_Dirs_1.txt,1351-1,"Any[2,4]",take the wood path towards the easel,TurnToX
Cleaned-KLS_Jelly0_5_4_Dirs_1.txt,1351-2,"Any[1,3,1,4]",at the easel take a left to the next corner,AnyCombination
Cleaned-KLS_Jelly0_5_4_Dirs_1.txt,1351-3,"Any[2,1,1,1,1,1,4]",at the corner take a right onto the blue path and go all the way down until you reach a coat rack,AnyCombination
Cleaned-KLS_Jelly0_5_4_Dirs_1.txt,1351-4,"Any[3,1,1,4]",at the coat rack take a left onto the yellow path and go to the end of the hall,AnyCombination
Cleaned-KLS_Jelly0_5_6_Dirs_1.txt,1546-1,"Any[2,4]",go on the wood path towards the easel,TurnToX
Cleaned-KLS_Jelly0_5_6_Dirs_1.txt,1546-2,"Any[1,3,1,4]",at the easel take a left and go to the corner where you will meet the blue path,AnyCombination
Cleaned-KLS_Jelly0_5_6_Dirs_1.txt,1546-3,"Any[2,4]",take a right onto the blue path,TurnToX
Cleaned-KLS_Jelly0_5_6_Dirs_1.txt,1546-4,"Any[1,4]",at the very first intersection you will be at the pink path,MoveToX
Cleaned-KLS_Jelly0_5_6_Dirs_1.txt,1546-5,"Any[3,1,2,4]",take a left onto the pink path and at the first intersection go right,AnyCombination
Cleaned-KLS_Jelly0_5_6_Dirs_1.txt,1546-6,"Any[1,4]",the very end of this hall is 6,MoveToX
Cleaned-KLS_Jelly0_5_7_Dirs_1.txt,305-1,"Any[2,4]",take the wood path towards the easel,TurnToX
Cleaned-KLS_Jelly0_5_7_Dirs_1.txt,305-2,"Any[1,3,1,2,4]",at the easel go left and then take a right onto the blue path at the corner,AnyCombination
Cleaned-KLS_Jelly0_5_7_Dirs_1.txt,305-3,"Any[1,1,1,2,4]",follow the blue path towards the chair and at the chair take a right towards the stool,AnyCombination
Cleaned-KLS_Jelly0_5_7_Dirs_1.txt,305-4,"Any[1,4]",when you reach the stool you are at 7,MoveToX
Cleaned-KLS_Jelly0_6_1_Dirs_1.txt,505-1,"Any[2,1,3,1,2,1,3,1,1,3,1,4]",go towards the pink path,MoveToX
Cleaned-KLS_Jelly0_6_1_Dirs_1.txt,505-2,"Any[2,1,3,4]",at the pink path intersection go left onto the pink path,AnyCombination
Cleaned-KLS_Jelly0_6_1_Dirs_1.txt,505-3,"Any[1,2,4]",take a right onto the blue path at the next intersection,AnyCombination
Cleaned-KLS_Jelly0_6_1_Dirs_1.txt,505-4,"Any[1,3,4]",at the end of the hall go left towards the easel,AnyCombination
Cleaned-KLS_Jelly0_6_1_Dirs_1.txt,505-5,"Any[1,1,4]",go past the easel until you come to the corner with the red brick intersection,Conditional
Cleaned-KLS_Jelly0_6_1_Dirs_1.txt,505-6,"Any[3,1,4]",go left onto the red brick and the first intersection is 1,AnyCombination
Cleaned-KLS_Jelly0_6_2_Dirs_1.txt,197-1,"Any[2,4]",go straight towards the pink path,MoveToX
Cleaned-KLS_Jelly0_6_2_Dirs_1.txt,197-2,"Any[1,3,4]",take a left onto the pink path,AnyCombination
Cleaned-KLS_Jelly0_6_2_Dirs_1.txt,197-3,"Any[1,2,4]",at the next intersection take a right onto the blue path,AnyCombination
Cleaned-KLS_Jelly0_6_2_Dirs_1.txt,197-4,"Any[1,3,4]",at the end of the hall go left towards the easel,AnyCombination
Cleaned-KLS_Jelly0_6_2_Dirs_1.txt,197-5,"Any[1,2,4]",at the easel take a right onto the wood path,AnyCombination
Cleaned-KLS_Jelly0_6_2_Dirs_1.txt,197-6,"Any[1,1,3,4]",follow this to the end of the hall and at the corner go left towards the lamp,AnyCombination
Cleaned-KLS_Jelly0_6_2_Dirs_1.txt,197-7,"Any[1,2,1,4]",at the lamp take another right and follow it to the end of the hall at the corner,AnyCombination
Cleaned-KLS_Jelly0_6_3_Dirs_1.txt,144-1,"Any[2,4]",go towards the pink path,MoveToX
Cleaned-KLS_Jelly0_6_3_Dirs_1.txt,144-2,"Any[1,3,4]",once at this intersection go left onto the pink path,AnyCombination
Cleaned-KLS_Jelly0_6_3_Dirs_1.txt,144-3,"Any[1,3,4]",at the very next intersection take a left onto the blue path,AnyCombination
Cleaned-KLS_Jelly0_6_3_Dirs_1.txt,144-4,"Any[1,1,1,4]",follow the blue path towards the chair and one intersection after the chair will be 3,AnyCombination
Cleaned-KLS_Jelly0_6_4_Dirs_1.txt,1470-1,"Any[2,1,3,4]",go straight towards the pink path and at this intersection take a left onto th epink path,AnyCombination
Cleaned-KLS_Jelly0_6_4_Dirs_1.txt,1470-2,"Any[1,3,4]",at the next intersection take a left onto the blue path,AnyCombination
Cleaned-KLS_Jelly0_6_4_Dirs_1.txt,1470-3,"Any[1,1,1,1,3,4]",follow it all the way to the coat rack and take a left onto the yellow path,AnyCombination
Cleaned-KLS_Jelly0_6_4_Dirs_1.txt,1470-4,"Any[1,1,4]",the end of this hall is 4,MoveToX
Cleaned-KLS_Jelly0_6_5_Dirs_1.txt,58-1,"Any[2,4]",go straight towards the pink path,MoveToX
Cleaned-KLS_Jelly0_6_5_Dirs_1.txt,58-2,"Any[1,3,4]",at this intersection go left onto the pink path,AnyCombination
Cleaned-KLS_Jelly0_6_5_Dirs_1.txt,58-3,"Any[1,2,4]",at the very next intersection go right onto the blue path,AnyCombination
Cleaned-KLS_Jelly0_6_5_Dirs_1.txt,58-4,"Any[1,3,4]",at the end of this hall at the corner go left towards the easel,AnyCombination
Cleaned-KLS_Jelly0_6_5_Dirs_1.txt,58-5,"Any[1,2,1,4]",take a right at the easel onto the wood path and the first section you come to will be 5,AnyCombination
Cleaned-KLS_Jelly0_6_7_Dirs_1.txt,1147-1,"Any[2,4]",go towards the pink path intersection,MoveToX
Cleaned-KLS_Jelly0_6_7_Dirs_1.txt,1147-2,"Any[1,3,4]",once here take a left onto the pink path,TurnToX
Cleaned-KLS_Jelly0_6_7_Dirs_1.txt,1147-3,"Any[1,3,4]",at the next intersection take a left onto the blue path,AnyCombination
Cleaned-KLS_Jelly0_6_7_Dirs_1.txt,1147-4,Any[4],take the blue path towards teh chair,Describe
Cleaned-KLS_Jelly0_6_7_Dirs_1.txt,1147-5,"Any[1,1,2,4]",at the chair take a right,AnyCombination
Cleaned-KLS_Jelly0_6_7_Dirs_1.txt,1147-6,"Any[1,4]",the next intersection is 7,MoveToX
Cleaned-KLS_Jelly0_7_1_Dirs_1.txt,541-1,"Any[2,4]",go straight towards the chair,MoveToX
Cleaned-KLS_Jelly0_7_1_Dirs_1.txt,541-2,"Any[1,3,4]",at the chair go left onto the blue path,AnyCombination
Cleaned-KLS_Jelly0_7_1_Dirs_1.txt,541-3,"Any[1,1,1,4]",follow this until the end of the hall,MoveToX
Cleaned-KLS_Jelly0_7_1_Dirs_1.txt,541-4,"Any[3,4]",here go left towards the easel,TurnToX
Cleaned-KLS_Jelly0_7_1_Dirs_1.txt,541-5,"Any[1,1,3,4]",go past the easel to the end of the hall and go left onto the red brick path,AnyCombination
Cleaned-KLS_Jelly0_7_1_Dirs_1.txt,541-6,"Any[1,4]",the next intersection will be 1,MoveToX
Cleaned-KLS_Jelly0_7_2_Dirs_1.txt,670-1,"Any[2,4]",go towards the chair on the path,MoveToX
Cleaned-KLS_Jelly0_7_2_Dirs_1.txt,670-2,"Any[1,3,1,1,1,4]",at the chair take a left onto the blue path and follow it to the very end of the hall,AnyCombination
Cleaned-KLS_Jelly0_7_2_Dirs_1.txt,670-3,"Any[3,4]",here take a left towards the easel,TurnToX
Cleaned-KLS_Jelly0_7_2_Dirs_1.txt,670-4,"Any[1,2,4]",at the easel take a right onto the wood path,AnyCombination
Cleaned-KLS_Jelly0_7_2_Dirs_1.txt,670-5,"Any[1,1,3,1,2,4]",at the end of this hall take a left towards the lamp and once at the lamp take a right,AnyCombination
Cleaned-KLS_Jelly0_7_2_Dirs_1.txt,670-6,"Any[1,4]",the end of this hall at the corner is 2,MoveToX
Cleaned-KLS_Jelly0_7_3_Dirs_1.txt,1260-1,"Any[2,4]",go straight towards teh black chair,MoveToX
Cleaned-KLS_Jelly0_7_3_Dirs_1.txt,1260-2,"Any[1,2,4]",at the chair take a right,AnyCombination
Cleaned-KLS_Jelly0_7_3_Dirs_1.txt,1260-3,"Any[1,4]",the second intersection down on the blue path is 3,Conditional
Cleaned-KLS_Jelly0_7_4_Dirs_1.txt,1239-1,"Any[2,1,1,4]",take the black path away from the bench to the very end of the hall,AnyCombination
Cleaned-KLS_Jelly0_7_4_Dirs_1.txt,1239-2,"Any[3,4]",here take a left onto the yellow path,TurnToX
Cleaned-KLS_Jelly0_7_4_Dirs_1.txt,1239-3,"Any[1,1,1,4]",follow the path to the opposite end of the hall and here is 4,MoveToX
Cleaned-KLS_Jelly0_7_5_Dirs_1.txt,393-1,"Any[2,4]",take the path towards the chair,TurnMoveToX
Cleaned-KLS_Jelly0_7_5_Dirs_1.txt,393-2,"Any[1,3,4]",at the chair go left onto the blue path,AnyCombination
Cleaned-KLS_Jelly0_7_5_Dirs_1.txt,393-3,"Any[1,1,1,3,4]",at the end of the hall take a left towards the easel,AnyCombination
Cleaned-KLS_Jelly0_7_5_Dirs_1.txt,393-4,"Any[1,2,1,4]",at the easel go right onto the wood path and the very first section will be 5,AnyCombination
Cleaned-KLS_Jelly0_7_6_Dirs_1.txt,59-1,"Any[2,1,4]",go towards the chair,AnyCombination
Cleaned-KLS_Jelly0_7_6_Dirs_1.txt,59-2,"Any[3,4]",at the chair go left onto the blue path,AnyCombination
Cleaned-KLS_Jelly0_7_6_Dirs_1.txt,59-3,"Any[1,1,4]",follow it until you come to the pink path inersection,Conditional
Cleaned-KLS_Jelly0_7_6_Dirs_1.txt,59-4,"Any[2,4]",here go right onto the pink path,TurnToX
Cleaned-KLS_Jelly0_7_6_Dirs_1.txt,59-5,"Any[1,2,1,4]",at the very next intersection take a right onto the plain path and follow it to the end of the hall,AnyCombination
Cleaned-KLS_L0_1_2_Dirs_1.txt,786-1,"Any[2,1,4]",go to the intersection of the red brick path,AnyCombination
Cleaned-KLS_L0_1_2_Dirs_1.txt,786-2,"Any[2,1,1,1,1,1,1,4]",take a right onto the red brick and go all the way down until the intersection of the black path,AnyCombination
Cleaned-KLS_L0_1_2_Dirs_1.txt,786-3,"Any[2,1,1,4]",take a right onto the black path and go until you reach the intersection of black and yellow path,AnyCombination
Cleaned-KLS_L0_1_4_Dirs_1.txt,1276-1,"Any[2,4]",go towards the intersection of the red brick path,MoveToX
Cleaned-KLS_L0_1_4_Dirs_1.txt,1276-2,"Any[1,2,4]",take a right onto the red brick,AnyCombination
Cleaned-KLS_L0_1_4_Dirs_1.txt,1276-3,"Any[1,1,1,1,4]",follow it until the intersection of the pink flowered path,Conditional
Cleaned-KLS_L0_1_4_Dirs_1.txt,1276-4,"Any[3,4]",take a left onto it,TurnToX
Cleaned-KLS_L0_1_4_Dirs_1.txt,1276-5,"Any[1,4]",go all the way until you can either go right or left on a blue path,Conditional
Cleaned-KLS_L0_1_5_Dirs_1.txt,599-1,"Any[2,4]",go towards the intersection of red brick,MoveToX
Cleaned-KLS_L0_1_5_Dirs_1.txt,599-2,"Any[1,2,4]",take a right onto red brick,TurnToX
Cleaned-KLS_L0_1_5_Dirs_1.txt,599-3,"Any[1,4]",the very next section is 5,MoveToX
Cleaned-KLS_L0_1_6_Dirs_1.txt,166-1,"Any[2,4]",go towards the red brick intersection,TurnToX
Cleaned-KLS_L0_1_6_Dirs_1.txt,166-2,"Any[1,2,4]",take a right onto the red brick,TurnToX
Cleaned-KLS_L0_1_6_Dirs_1.txt,166-3,"Any[1,1,1,1,1,1,4]",go all the way down until you reach the black intersection,Conditional
Cleaned-KLS_L0_1_6_Dirs_1.txt,166-4,"Any[2,4]",take a right onto this,TurnToX
Cleaned-KLS_L0_1_6_Dirs_1.txt,166-5,"Any[1,4]",when you reach an intersection with black and normal concrete you are at 6,Conditional
Cleaned-KLS_L0_1_7_Dirs_1.txt,1542-1,"Any[2,4]",go towards the intersection wiht red brick,MoveToX
Cleaned-KLS_L0_1_7_Dirs_1.txt,1542-2,"Any[1,2,1,1,1,1,4]",take a right onto the red brick path and go straight until you see a pink flowered path,AnyCombination
Cleaned-KLS_L0_1_7_Dirs_1.txt,1542-3,"Any[3,1,2,2,1,1,1,4]",go left on the pink path until you either have to turn left or go towards a dead end,AnyCombination
Cleaned-KLS_L0_2_1_Dirs_1.txt,1067-1,"Any[2,1,1,4]",take the black path until you come to an intersection with red brick,AnyCombination
Cleaned-KLS_L0_2_1_Dirs_1.txt,1067-2,"Any[3,1,1,1,1,4]",go left onto the red brick path and go all the way down to where the butterflies are on the wall,AnyCombination
Cleaned-KLS_L0_2_1_Dirs_1.txt,1067-3,"Any[1,1,3,4]",at the intersection of the red brick and wood path go left onto the wood path,AnyCombination
Cleaned-KLS_L0_2_1_Dirs_1.txt,1067-4,"Any[1,4]",2 sections down you will see a bench,Conditional
Cleaned-KLS_L0_2_3_Dirs_1.txt,14-1,"Any[2,4]",follow the yellow path towards the chair,MoveToX
Cleaned-KLS_L0_2_3_Dirs_1.txt,14-2,"Any[1,2,4]",when the hall ends take a right,AnyCombination
Cleaned-KLS_L0_2_3_Dirs_1.txt,14-3,"Any[1,4]",go straight,Move
Cleaned-KLS_L0_2_3_Dirs_1.txt,14-4,"Any[1,2,4]",when the hall ends again take another right,AnyCombination
Cleaned-KLS_L0_2_3_Dirs_1.txt,14-5,"Any[1,4]",at the end of this hall is position 3,MoveToX
Cleaned-KLS_L0_2_4_Dirs_1.txt,1186-1,"Any[2,1,1,3,1,1,4]",take the black path towards the fish until you reach the pink flowered path,AnyCombination
Cleaned-KLS_L0_2_4_Dirs_1.txt,1186-2,"Any[2,1,4]",here turn right and go all the way until the end where you can only turn right or left onto a blue path,AnyCombination
Cleaned-KLS_L0_2_5_Dirs_1.txt,153-1,"Any[2,4]",take the black path towards the end of the hall farthest away,TurnToX
Cleaned-KLS_L0_2_5_Dirs_1.txt,153-2,"Any[1,1,3,4]",next take a left onto the red brick at that intersection,AnyCombination
Cleaned-KLS_L0_2_5_Dirs_1.txt,153-3,"Any[1,1,1,1,1,4]",go all the way down until you see butterflies on the wall and one section past the lamp,Conditional
Cleaned-KLS_L0_2_6_Dirs_1.txt,45-1,"Any[2,4]",take the yellow path towards the end of the hall that's farthest away,TurnToX
Cleaned-KLS_L0_2_6_Dirs_1.txt,45-2,"Any[1,4]",one intersection down is 6,Move
Cleaned-KLS_L0_2_7_Dirs_1.txt,1446-1,"Any[2,1,1,4]",go straight on black path to red brick junction,AnyCombination
Cleaned-KLS_L0_2_7_Dirs_1.txt,1446-2,"Any[3,4]",go left on red brick,TurnToX
Cleaned-KLS_L0_2_7_Dirs_1.txt,1446-3,"Any[1,1,3,4]",go left on pink flowered path at that juncture,AnyCombination
Cleaned-KLS_L0_2_7_Dirs_1.txt,1446-4,"Any[1,1,4]",go straight until you can either go left or towards a dead end,Conditional
Cleaned-KLS_L0_3_1_Dirs_1.txt,512-1,"Any[2,1,3,4]",go until the hall dead ends take a left,AnyCombination
Cleaned-KLS_L0_3_1_Dirs_1.txt,512-2,"Any[1,1,3,4]",go until it dead ends again and take another left,AnyCombination
Cleaned-KLS_L0_3_1_Dirs_1.txt,512-3,"Any[1,2,1,1,4]",take a right at the first intersection and go straight unti you reach the intersection with red brick crossing over,AnyCombination
Cleaned-KLS_L0_3_1_Dirs_1.txt,512-4,"Any[3,1,1,1,1,4]",go left a long way until you reach where there are butterflies on the wall,AnyCombination
Cleaned-KLS_L0_3_1_Dirs_1.txt,512-5,"Any[1,1,3,1,4]",take a left at the intersection with a wood path and position one will be at the point that there is a bench,AnyCombination
Cleaned-KLS_L0_3_2_Dirs_1.txt,280-1,"Any[2,1,4]",go until hall ends,TurnMoveToX
Cleaned-KLS_L0_3_2_Dirs_1.txt,280-2,"Any[3,4]",take a left,Turn
Cleaned-KLS_L0_3_2_Dirs_1.txt,280-3,"Any[1,1,4]",go until hall ends,MoveToX
Cleaned-KLS_L0_3_2_Dirs_1.txt,280-4,"Any[3,4]",take a left,Turn
Cleaned-KLS_L0_3_2_Dirs_1.txt,280-5,"Any[1,4]",the next intersection of yellow and black paths is 2,MoveToX
Cleaned-KLS_L0_3_4_Dirs_1.txt,113-1,"Any[2,1,3,1,1,4]",go straight unitl the end of the hall here take a left and go straight again until the end of the hall,AnyCombination
Cleaned-KLS_L0_3_4_Dirs_1.txt,113-2,"Any[3,4]",take another left here,Turn
Cleaned-KLS_L0_3_4_Dirs_1.txt,113-3,"Any[1,2,4]",at the first intersection go right,AnyCombination
Cleaned-KLS_L0_3_4_Dirs_1.txt,113-4,"Any[3,1,1,4]",now you will be looking for a pink flowered path,AnyCombination
Cleaned-KLS_L0_3_4_Dirs_1.txt,113-5,"Any[3,4]",when you reach this path take a left onto it,AnyCombination
Cleaned-KLS_L0_3_4_Dirs_1.txt,113-6,"Any[2,2,1,1,1,4]",position 4 will be at the end of the path where the pink path is intersected by a blue path,AnyCombination
Cleaned-KLS_L0_3_5_Dirs_1.txt,1248-1,"Any[2,1,4]",go until hall ends,TurnMoveToX
Cleaned-KLS_L0_3_5_Dirs_1.txt,1248-2,"Any[3,4]",take left,Turn
Cleaned-KLS_L0_3_5_Dirs_1.txt,1248-3,"Any[1,1,3,4]",take left again when hall ends,AnyCombination
Cleaned-KLS_L0_3_5_Dirs_1.txt,1248-4,"Any[1,2,4]",take a right at the first intersection,AnyCombination
Cleaned-KLS_L0_3_5_Dirs_1.txt,1248-5,"Any[1,1,4]",follow the black path until you come to an intersection of the red brick path,Conditional
Cleaned-KLS_L0_3_5_Dirs_1.txt,1248-6,"Any[3,1,1,1,1,4]",take a left onto the red brick and go a ways down until you come to the section with the butterflies on the wall,AnyCombination
Cleaned-KLS_L0_3_5_Dirs_1.txt,1248-7,"Any[1,1,1,1,1,4]",position five is the first section after you pass the lamp,Conditional
Cleaned-KLS_L0_3_6_Dirs_1.txt,131-1,"Any[2,1,4]",go straight until hall ends,MoveToX
Cleaned-KLS_L0_3_6_Dirs_1.txt,131-2,"Any[3,4]",take left,Turn
Cleaned-KLS_L0_3_6_Dirs_1.txt,131-3,"Any[1,1,3,4]",take another left when the hall ends again,AnyCombination
Cleaned-KLS_L0_3_6_Dirs_1.txt,131-4,"Any[1,4]",the first intersection at the black will be position 6,MoveToX
Cleaned-KLS_L0_3_7_Dirs_1.txt,322-1,"Any[2,1,3,4]",go to the end of the hall and take a left,AnyCombination
Cleaned-KLS_L0_3_7_Dirs_1.txt,322-2,"Any[1,1,3,4]",whe it dead ends again take another left,AnyCombination
Cleaned-KLS_L0_3_7_Dirs_1.txt,322-4,"Any[1,1,1,4]",go until you see a pink flowered path,Conditional
Cleaned-KLS_L0_3_7_Dirs_1.txt,322-6,Any[4],there should be fish on the wall and you should be at position 7,Describe
Cleaned-KLS_L0_4_1_Dirs_1.txt,1069-1,"Any[2,1,4]",go straight on the pink flowered path to the intersection of the red brick,AnyCombination
Cleaned-KLS_L0_4_1_Dirs_1.txt,1069-2,"Any[2,4]",take a left onto the red brick,TurnToX
Cleaned-KLS_L0_4_1_Dirs_1.txt,1069-3,"Any[1,1,1,1,4]",go all the way down until two sections past the lamp,Conditional
Cleaned-KLS_L0_4_1_Dirs_1.txt,1069-4,"Any[3,4]",take a left here at the intersection of the wood,Turn
Cleaned-KLS_L0_4_1_Dirs_1.txt,1069-5,"Any[1,4]",go one section down to the bench and you are at position 1,MoveToX
Cleaned-KLS_L0_4_2_Dirs_1.txt,744-1,"Any[2,1,4]",take the pink path until the intersection of the red brick path,AnyCombination
Cleaned-KLS_L0_4_2_Dirs_1.txt,744-2,"Any[3,4]",go left onto the red brick,TurnToX
Cleaned-KLS_L0_4_2_Dirs_1.txt,744-3,"Any[1,1,2,4]",then take a right onto the black path at that intersection,AnyCombination
Cleaned-KLS_L0_4_2_Dirs_1.txt,744-4,"Any[1,1,4]",go all the way util the intersection of the black and yellow paths and this is 2,Conditional
Cleaned-KLS_L0_4_3_Dirs_1.txt,1222-1,"Any[2,1,4]",take the pink path to the red brick path,AnyCombination
Cleaned-KLS_L0_4_3_Dirs_1.txt,1222-2,"Any[3,1,1,2,4]",take a left on red brick and then a right on the black path,AnyCombination
Cleaned-KLS_L0_4_3_Dirs_1.txt,1222-3,"Any[1,1,3,4]",at the intersection of the black and yellow path take a left onto the yellow path,AnyCombination
Cleaned-KLS_L0_4_3_Dirs_1.txt,1222-4,"Any[1,2,4]",when road ends go right,AnyCombination
Cleaned-KLS_L0_4_3_Dirs_1.txt,1222-5,"Any[1,1,2,4]",at the end of the hall go right again,AnyCombination
Cleaned-KLS_L0_4_3_Dirs_1.txt,1222-6,"Any[1,4]",the end of this hall is 3,MoveToX
Cleaned-KLS_L0_4_6_Dirs_1.txt,956-1,"Any[2,1,4]",take the pink path to the red brick,AnyCombination
Cleaned-KLS_L0_4_6_Dirs_1.txt,956-2,"Any[2,4]",go right on the red brick,TurnToX
Cleaned-KLS_L0_4_6_Dirs_1.txt,956-3,"Any[1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,4]",take a right next onto the black path at that juncture,AnyCombination
Cleaned-KLS_L0_4_6_Dirs_1.txt,956-4,"Any[1,4]",6 should be one stop down,Move
Cleaned-KLS_L0_4_7_Dirs_1.txt,278-1,"Any[2,1,1,4]",follow the pink flowered path all the way until you see fish on the wall,AnyCombination
Cleaned-KLS_L0_4_7_Dirs_1.txt,278-2,"Any[1,4]",when you reach an intersection in which you can only turn left and see a dead end in front of you you are at position 7,Conditional
Cleaned-KLS_L0_5_1_Dirs_1.txt,11-1,"Any[2,1,4]",go away from the lamp to the intersection of the red brick and wood,AnyCombination
Cleaned-KLS_L0_5_1_Dirs_1.txt,11-2,"Any[3,4]",take a left onto the wood,TurnToX
Cleaned-KLS_L0_5_1_Dirs_1.txt,11-3,"Any[1,4]",position one is one section down at the bench,Conditional
Cleaned-KLS_L0_5_2_Dirs_1.txt,792-1,"Any[2,1,1,1,1,1,4]",go straight until you see an intersection of a black path,AnyCombination
Cleaned-KLS_L0_5_2_Dirs_1.txt,792-2,"Any[2,4]",take a right onto the black path,TurnToX
Cleaned-KLS_L0_5_2_Dirs_1.txt,792-3,"Any[1,1,4]",go straight until you reach an intersection of the black path with a yellow path,Conditional
Cleaned-KLS_L0_5_3_Dirs_1.txt,127-1,"Any[2,1,1,1,1,1,4]",go all the way until the intersection of black road,AnyCombination
Cleaned-KLS_L0_5_3_Dirs_1.txt,127-2,"Any[2,4]",go right onto the black,TurnToX
Cleaned-KLS_L0_5_3_Dirs_1.txt,127-3,"Any[1,1,4]",go to the intersection with black and yellow,Conditional
Cleaned-KLS_L0_5_3_Dirs_1.txt,127-4,"Any[3,4]",go left onto the yellow,TurnToX
Cleaned-KLS_L0_5_3_Dirs_1.txt,127-5,"Any[1,2,4]",when hall ends go right,AnyCombination
Cleaned-KLS_L0_5_3_Dirs_1.txt,127-6,"Any[1,1,2,4]",when hall ends again go right,AnyCombination
Cleaned-KLS_L0_5_3_Dirs_1.txt,127-7,"Any[1,4]",the end of this hall is 3,MoveToX
