"fname","actions","text","category"
"Cleaned-EDA_Jelly0_3_6_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-KLS_Jelly0_2_5_Dirs_1.txt","Any[2,4]","take the path towards the lamp",""
"Cleaned-KLS_Jelly0_2_5_Dirs_1.txt","Any[1,3,4]","at the lamp take a left",""
"Cleaned-KLS_Jelly0_2_5_Dirs_1.txt","Any[1,2,4]","at the next corner take a right onto the wood path",""
"Cleaned-KLS_Jelly0_2_5_Dirs_1.txt","Any[1,4]","the very next intersection will be 5",""
"Cleaned-WLH_Jelly0_6_2_Dirs_2.txt","Any[2,1,3,4]","move onto the flowered carpet and turn left",""
"Cleaned-WLH_Jelly0_6_2_Dirs_2.txt","Any[1,2,4]","move to the blue carpet and turn right",""
"Cleaned-WLH_Jelly0_6_2_Dirs_2.txt","Any[1,3,4]","move to the corner and turn left",""
"Cleaned-WLH_Jelly0_6_2_Dirs_2.txt","Any[1,2,4]","move to the easel and turn right",""
"Cleaned-WLH_Jelly0_6_2_Dirs_2.txt","Any[1,1,3,4]","move along the wooden flooring and turn left",""
"Cleaned-WLH_Jelly0_6_2_Dirs_2.txt","Any[1,2,4]","move to the lamp and turn right",""
"Cleaned-WLH_Jelly0_6_2_Dirs_2.txt","Any[1,4]","move to the corner",""
"Cleaned-WLH_Jelly0_6_2_Dirs_2.txt","Any[4]","turning left you see a hatrack",""
"Cleaned-WLH_Jelly0_7_6_Dirs_1.txt","Any[2,1,3,4]","with your back to the wall move forward to the chair and turn left",""
"Cleaned-WLH_Jelly0_7_6_Dirs_1.txt","Any[1,1,2,4]","move to the right side alley with flowered carpet",""
"Cleaned-WLH_Jelly0_7_6_Dirs_1.txt","Any[1,4]","move down this and stop at the first alley",""
"Cleaned-WLH_Jelly0_7_6_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-WLH_Jelly0_7_6_Dirs_1.txt","Any[1,4]","move into the deadend",""
"Cleaned-KLS_Jelly0_3_5_Dirs_1.txt","Any[2,4]","go on the blue path towards the chair",""
"Cleaned-KLS_Jelly0_3_5_Dirs_1.txt","Any[1,1,1,1,3,4]","at the very end of the hall you will turn left towards the easel",""
"Cleaned-KLS_Jelly0_3_5_Dirs_1.txt","Any[1,2,1,4]","at the easel go right onto the wood path and the next intersection will be 5",""
"Cleaned-TJS_Jelly0_5_2_Dirs_1.txt","Any[2,1,1,2,2,1,1,1,3,1,2,1,4]","position 2 is at a corner between two halls with no tiles on the floor",""
"Cleaned-TJS_Jelly0_5_2_Dirs_1.txt","Any[4]","but butterflies on the wall",""
"Cleaned-EDA_Jelly0_2_4_Dirs_1.txt","Any[2,4]","turn so that the wall is on your left and to your back",""
"Cleaned-EDA_Jelly0_2_4_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_Jelly0_2_4_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EDA_Jelly0_2_4_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_Jelly0_2_4_Dirs_1.txt","Any[2,4]","turn to the right",""
"Cleaned-EDA_Jelly0_2_4_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_Jelly0_2_4_Dirs_1.txt","Any[1,3,4]","turn left",""
"Cleaned-EDA_Jelly0_2_4_Dirs_1.txt","Any[4]","you should be facing down a brown hallway",""
"Cleaned-EDA_Jelly0_2_4_Dirs_1.txt","Any[1,4]","walk to the blue interseciton",""
"Cleaned-EDA_Jelly0_2_4_Dirs_1.txt","Any[1,4]","one space",""
"Cleaned-EDA_Jelly0_2_4_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EDA_Jelly0_2_4_Dirs_1.txt","Any[1,1,1,1,1,4]","walk forward five times",""
"Cleaned-EDA_Jelly0_2_4_Dirs_1.txt","Any[3,1,4]","turn left and walk forward once",""
"Cleaned-EDA_Jelly0_5_7_Dirs_1.txt","Any[2,4]","turn to face the easel",""
"Cleaned-EDA_Jelly0_5_7_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_Jelly0_5_7_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EDA_Jelly0_5_7_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_Jelly0_5_7_Dirs_1.txt","Any[2,1,1,1,4]","turn right walk forward three times",""
"Cleaned-EDA_Jelly0_5_7_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EDA_Jelly0_5_7_Dirs_1.txt","Any[1,4]","and walk forward once",""
"Cleaned-KLS_Jelly0_2_1_Dirs_1.txt","Any[2,4]","go on the path towards the coat rack",""
"Cleaned-KLS_Jelly0_2_1_Dirs_1.txt","Any[1,3,4]","at the coat rack take a left onto the green path",""
"Cleaned-KLS_Jelly0_2_1_Dirs_1.txt","Any[1,1,1,1,4]","go all the way down until you reach a chair",""
"Cleaned-KLS_Jelly0_2_1_Dirs_1.txt","Any[3,4]","at the chair take a left",""
"Cleaned-KLS_Jelly0_2_1_Dirs_1.txt","Any[1,4]","the very next intersection is 1",""
"Cleaned-KLS_Jelly0_4_2_Dirs_1.txt","Any[2,4]","take the yellow path away from the end of the hall",""
"Cleaned-KLS_Jelly0_4_2_Dirs_1.txt","Any[1,1,2,1,1,1,1,1,4]","at the blue path intersection take a right and follow the blue path to the very end of the hall",""
"Cleaned-KLS_Jelly0_4_2_Dirs_1.txt","Any[3,1,2,4]","here take a left on the plain path towards the easel and then a right onto the wood path at the easel",""
"Cleaned-KLS_Jelly0_4_2_Dirs_1.txt","Any[1,1,3,4]","at the end of this hall take a left towards the lamp",""
"Cleaned-KLS_Jelly0_4_2_Dirs_1.txt","Any[1,2,1,4]","once at the lamp take a right to the very end of the hall and at the corner this is 2",""
"Cleaned-KLS_Jelly0_2_4_Dirs_1.txt","Any[2,4]","go on the path towards the lamp",""
"Cleaned-KLS_Jelly0_2_4_Dirs_1.txt","Any[1,3,1,2,4]","at the lamp take a left and at the next corner go right onto the wood path",""
"Cleaned-KLS_Jelly0_2_4_Dirs_1.txt","Any[1,1,3,4]","follow it towards the easel and at the easel take a left",""
"Cleaned-KLS_Jelly0_2_4_Dirs_1.txt","Any[1,2,1,1,1,1,4]","at the intersection with the blue path take a right onto the blue path and follow it towards the chair and past the coat rack",""
"Cleaned-KLS_Jelly0_2_4_Dirs_1.txt","Any[1,3,1,1,4]","at the intersection with the yellow path take a right onto the yellow path and go all the way to the end of the hall",""
"Cleaned-EDA_Jelly0_3_4_Dirs_1.txt","Any[2,4]","turn so that the wall is on your right side",""
"Cleaned-EDA_Jelly0_3_4_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_Jelly0_3_4_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EDA_Jelly0_3_4_Dirs_1.txt","Any[1,1,4]","walk forward twice",""
"Cleaned-WLH_Jelly0_1_4_Dirs_1.txt","Any[2,1,4]","face and move to the chair",""
"Cleaned-WLH_Jelly0_1_4_Dirs_1.txt","Any[2,2,1,2,1,3,1,4]","turn left and move to the next chair",""
"Cleaned-WLH_Jelly0_1_4_Dirs_1.txt","Any[2,1,1,1,4]","face the stone floored alley and move to the end of it",""
"Cleaned-WLH_Jelly0_1_4_Dirs_1.txt","Any[3,1,1,1,4]","turn left and move down the octagon flooring to the end",""
"Cleaned-EDA_Jelly0_3_2_Dirs_1.txt","Any[2,4]","turn so that the wall is on your left",""
"Cleaned-EDA_Jelly0_3_2_Dirs_1.txt","Any[1,1,1,1,4]","walk forward four times",""
"Cleaned-EDA_Jelly0_3_2_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EDA_Jelly0_3_2_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_Jelly0_3_2_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EDA_Jelly0_3_2_Dirs_1.txt","Any[1,1,4]","walk forward twice",""
"Cleaned-EDA_Jelly0_3_2_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EDA_Jelly0_3_2_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_Jelly0_3_2_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EDA_Jelly0_3_2_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EMWC_Jelly0_4_5_Dirs_1.txt","Any[2,1,1,4]","go forward two segments to the intersection with the blue-tiled hall",""
"Cleaned-EMWC_Jelly0_4_5_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EMWC_Jelly0_4_5_Dirs_1.txt","Any[1,1,1,1,1,4]","go to the far end of the hall",""
"Cleaned-EMWC_Jelly0_4_5_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EMWC_Jelly0_4_5_Dirs_1.txt","Any[1,4]","go forward one segment to the intersection wth the wooden-floored hall",""
"Cleaned-EMWC_Jelly0_4_5_Dirs_1.txt","Any[4]","this intersection contains an easel",""
"Cleaned-EMWC_Jelly0_4_5_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EMWC_Jelly0_4_5_Dirs_1.txt","Any[1,4]","go forward one segment",""
"Cleaned-EMWC_Jelly0_2_6_Dirs_1.txt","Any[2,4]","face the lamp",""
"Cleaned-EMWC_Jelly0_2_6_Dirs_1.txt","Any[1,4]","go forward one segment",""
"Cleaned-EMWC_Jelly0_2_6_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EMWC_Jelly0_2_6_Dirs_1.txt","Any[1,4]","go forward one segment to the intersection with the wooden-floored hall",""
"Cleaned-EMWC_Jelly0_2_6_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EMWC_Jelly0_2_6_Dirs_1.txt","Any[1,1,4]","go forward two segments to the intersection containing the easel",""
"Cleaned-EMWC_Jelly0_2_6_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EMWC_Jelly0_2_6_Dirs_1.txt","Any[1,4]","go forward one segment to the blue-tiled hall",""
"Cleaned-EMWC_Jelly0_2_6_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EMWC_Jelly0_2_6_Dirs_1.txt","Any[1,4]","go forward one segment to the intersection with the pink-flowered carpet hall",""
"Cleaned-EMWC_Jelly0_2_6_Dirs_1.txt","Any[3,4]","turn left into this hall",""
"Cleaned-EMWC_Jelly0_2_6_Dirs_1.txt","Any[1,4]","go forward one segment",""
"Cleaned-EMWC_Jelly0_2_6_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EMWC_Jelly0_2_6_Dirs_1.txt","Any[1,4]","go forward one segment",""
"Cleaned-EMWC_Jelly0_3_5_Dirs_1.txt","Any[2,1,3,1,3,1,2,1,1,1,3,1,4]","position 5 is in the wooden-floored hall",""
"Cleaned-EMWC_Jelly0_3_5_Dirs_1.txt","Any[2,1,4]","it is a hall segment that is between pictures of butterflies",""
"Cleaned-EMWC_Jelly0_3_5_Dirs_1.txt","Any[4]","at the closer end of the hall there is an intersection with a bare concrete hall",""
"Cleaned-EMWC_Jelly0_3_5_Dirs_1.txt","Any[4]","in the opposite direction one segment away is an intersection containing an easel",""
"Cleaned-EMWC_Jelly0_3_5_Dirs_1.txt","Any[1,4]","possibly place your back to the 't' intersection walk forward one segment to the intersection with the wooden-floored hall",""
"Cleaned-EMWC_Jelly0_3_5_Dirs_1.txt","Any[4]","this intersection conatins an easel",""
"Cleaned-EMWC_Jelly0_3_5_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EMWC_Jelly0_3_5_Dirs_1.txt","Any[1,4]","go forward one segment",""
"Cleaned-KLS_Jelly0_5_3_Dirs_1.txt","Any[2,1,3,4]","take the wood path towards the easel and at the easel go left",""
"Cleaned-KLS_Jelly0_5_3_Dirs_1.txt","Any[1,2,4]","at the next corner take a right onto the blue path and follow it towards the chair",""
"Cleaned-KLS_Jelly0_5_3_Dirs_1.txt","Any[1,1,1,1,4]","one intersection past the chair is position 3",""
"Cleaned-WLH_Jelly0_4_3_Dirs_1.txt","Any[2,1,1,2,4]","move forward to the hatrack and turn right",""
"Cleaned-WLH_Jelly0_4_3_Dirs_1.txt","Any[1,4]","move to the next alley",""
"Cleaned-WLH_Jelly0_4_3_Dirs_1.txt","Any[4]","to your right is grey flooring and in front is a chair",""
"Cleaned-EDA_Jelly0_6_5_Dirs_1.txt","Any[2,4]","only one way to go",""
"Cleaned-EDA_Jelly0_6_5_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_Jelly0_6_5_Dirs_1.txt","Any[3,1,4]","turn left walk forward once",""
"Cleaned-EDA_Jelly0_6_5_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EDA_Jelly0_6_5_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_Jelly0_6_5_Dirs_1.txt","Any[3,1,4]","turn left walk forward once",""
"Cleaned-EDA_Jelly0_6_5_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EDA_Jelly0_6_5_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-TJS_Jelly0_5_4_Dirs_1.txt","Any[2,1,1,3,3,1,2,1,2,1,1,1,1,1,3,1,1,4]","it's at the end of the yellow fish hall with yellow floors dead end",""
"Cleaned-WLH_Jelly0_6_2_Dirs_1.txt","Any[2,1,4]","move forward",""
"Cleaned-WLH_Jelly0_6_2_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-WLH_Jelly0_6_2_Dirs_1.txt","Any[1,2,4]","turn right onto the blue carpet",""
"Cleaned-WLH_Jelly0_6_2_Dirs_1.txt","Any[1,3,4]","take the left alley",""
"Cleaned-WLH_Jelly0_6_2_Dirs_1.txt","Any[1,2,1,1,3,4]","follow it around until you can see a lamp",""
"Cleaned-WLH_Jelly0_6_2_Dirs_1.txt","Any[1,2,1,4]","if you continue on you will see a hat rack",""
"Cleaned-WLH_Jelly0_6_2_Dirs_1.txt","Any[4]","position yourself where you can see both the lamp and the hatrack",""
"Cleaned-WLH_Jelly0_6_2_Dirs_1.txt","Any[4]","there should be butterfly images on the side at this point",""
"Cleaned-TJS_Jelly0_5_6_Dirs_1.txt","Any[2,1,3,1,2,1,3,1,3,1,1,1,1,3,1,2,1,3,1,2,1,1,1,3,1,3,1,1,1,1,4]","look for the rose floors",""
"Cleaned-TJS_Jelly0_5_6_Dirs_1.txt","Any[2,1,1,1,2,2,1,1,3,1,4]","position 6 is at a dead end a branch off from the rose floors and has two pictures of the eiffel tower on it",""
"Cleaned-EMWC_Jelly0_6_2_Dirs_1.txt","Any[2,1,4]","go forward one segment to the pink-flowered carpet hall",""
"Cleaned-EMWC_Jelly0_6_2_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EMWC_Jelly0_6_2_Dirs_1.txt","Any[1,4]","go forward one segment to the blue-tiled hall",""
"Cleaned-EMWC_Jelly0_6_2_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EMWC_Jelly0_6_2_Dirs_1.txt","Any[1,4]","go to the end of the hall one segment",""
"Cleaned-EMWC_Jelly0_6_2_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EMWC_Jelly0_6_2_Dirs_1.txt","Any[1,4]","follow this hall to the wooden-floored hall",""
"Cleaned-EMWC_Jelly0_6_2_Dirs_1.txt","Any[4]","this intersection will contain an easel",""
"Cleaned-EMWC_Jelly0_6_2_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EMWC_Jelly0_6_2_Dirs_1.txt","Any[1,1,4]","go forward two segments to a bare concrete hall",""
"Cleaned-EMWC_Jelly0_6_2_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EMWC_Jelly0_6_2_Dirs_1.txt","Any[1,4]","go forward one segment to the intersection containing the lamp",""
"Cleaned-EMWC_Jelly0_6_2_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EMWC_Jelly0_6_2_Dirs_1.txt","Any[1,4]","go forward one segment",""
"Cleaned-WLH_Jelly0_2_4_Dirs_1.txt","Any[2,1,4]","face and move to the hatrack",""
"Cleaned-WLH_Jelly0_2_4_Dirs_1.txt","Any[3,1,1,1,1,4]","turn left and walk along the grass to the chair",""
"Cleaned-WLH_Jelly0_2_4_Dirs_1.txt","Any[3,1,2,4]","turn left at the chair and turn right at the next interesection",""
"Cleaned-WLH_Jelly0_2_4_Dirs_1.txt","Any[1,3,1,2,4]","turn left at the sofa chair and right at the next sofa chair",""
"Cleaned-WLH_Jelly0_2_4_Dirs_1.txt","Any[1,1,1,4]","move along the stone flooring to the end",""
"Cleaned-WLH_Jelly0_2_4_Dirs_1.txt","Any[3,1,1,1,4]","turn left and move along the octagons past the hatrack to the end of this alley",""
"Cleaned-EMWC_Jelly0_1_3_Dirs_1.txt","Any[2,4]","place your back to the wall of the 't' intersection",""
"Cleaned-EMWC_Jelly0_1_3_Dirs_1.txt","Any[1,4]","go forward one segment",""
"Cleaned-EMWC_Jelly0_1_3_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EMWC_Jelly0_1_3_Dirs_1.txt","Any[1,1,1,1,2,1,2,1,3,1,2,1,1,2,1,3,3,1,1,4]","go forward two segments passing the easel in the intersection with the wooden-floored hall",""
"Cleaned-EMWC_Jelly0_1_3_Dirs_1.txt","Any[2,1,1,1,1,4]","position 3 is the empty section between the two pieces of furniture in this hall",""
"Cleaned-KLS_Jelly0_3_7_Dirs_1.txt","Any[2,4]","go towards the chair on the blue path",""
"Cleaned-KLS_Jelly0_3_7_Dirs_1.txt","Any[1,3,4]","at the chair go left towards teh stool",""
"Cleaned-KLS_Jelly0_3_7_Dirs_1.txt","Any[1,4]","when you reach the stool you are at postion 7",""
"Cleaned-KXP_Jelly0_6_4_Dirs_1.txt","Any[2,1,4]","foward",""
"Cleaned-KXP_Jelly0_6_4_Dirs_1.txt","Any[3,4]","left",""
"Cleaned-KXP_Jelly0_6_4_Dirs_1.txt","Any[1,3,4]","left",""
"Cleaned-KXP_Jelly0_6_4_Dirs_1.txt","Any[1,1,1,1,4]","all the way till almost the end",""
"Cleaned-KXP_Jelly0_6_4_Dirs_1.txt","Any[3,4]","make a laft into fishy area",""
"Cleaned-KXP_Jelly0_6_4_Dirs_1.txt","Any[1,1,4]","go to end",""
"Cleaned-EDA_Jelly0_6_3_Dirs_1.txt","Any[2,4]","only one way to go",""
"Cleaned-EDA_Jelly0_6_3_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_Jelly0_6_3_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EDA_Jelly0_6_3_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_Jelly0_6_3_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EDA_Jelly0_6_3_Dirs_1.txt","Any[1,1,1,4]","walk forward three times",""
"Cleaned-KXP_Jelly0_4_3_Dirs_1.txt","Any[2,1,4]","foward",""
"Cleaned-KXP_Jelly0_4_3_Dirs_1.txt","Any[1,2,4]","right into blue floored hallway",""
"Cleaned-KXP_Jelly0_4_3_Dirs_1.txt","Any[1,4]","keep going",""
"Cleaned-KXP_Jelly0_4_3_Dirs_1.txt","Any[1,1,1,2,4]","make a rt into the pink flowered floor hallway",""
"Cleaned-KXP_Jelly0_4_3_Dirs_1.txt","Any[1,2,1,4]","make 1st rt into dead end",""
"Cleaned-KLS_Jelly0_3_1_Dirs_1.txt","Any[2,1,1,1,1,4]","take the blue path towards the chair to the very end of the hall",""
"Cleaned-KLS_Jelly0_3_1_Dirs_1.txt","Any[3,4]","here go left",""
"Cleaned-KLS_Jelly0_3_1_Dirs_1.txt","Any[1,2,4]","at the easel take a right onto the wood path",""
"Cleaned-KLS_Jelly0_3_1_Dirs_1.txt","Any[1,1,4]","go to the end of the hall",""
"Cleaned-KLS_Jelly0_3_1_Dirs_1.txt","Any[3,1,2,4]","take a left follow the path and then take a right at the lamp",""
"Cleaned-KLS_Jelly0_3_1_Dirs_1.txt","Any[1,3,1,3,4]","again follow the path and take a left at the corner at the end of this hall take a left onto the green path",""
"Cleaned-KLS_Jelly0_3_1_Dirs_1.txt","Any[1,1,1,1,3,4]","go several intersections down to the plain cement intersection and take a left",""
"Cleaned-KLS_Jelly0_3_1_Dirs_1.txt","Any[1,4]","the very next intersection with the wood path is position 1",""
"Cleaned-WLH_Jelly0_6_5_Dirs_1.txt","Any[2,1,3,1,2,1,3,1,2,1,4]","move to the flowered carpet and turn left",""
"Cleaned-WLH_Jelly0_6_5_Dirs_1.txt","Any[2,1,3,1,2,4]","move to the blue carpet and turn right",""
"Cleaned-WLH_Jelly0_6_5_Dirs_1.txt","Any[1,3,4]","move to the corner and turn left",""
"Cleaned-WLH_Jelly0_6_5_Dirs_1.txt","Any[1,2,4]","move to the easel and turn right",""
"Cleaned-WLH_Jelly0_6_5_Dirs_1.txt","Any[4]","you should be facing wooden floor and butterflies on the walls",""
"Cleaned-WLH_Jelly0_6_5_Dirs_1.txt","Any[1,4]","move between the butterfly pictures",""
"Cleaned-KLS_Jelly0_2_3_Dirs_1.txt","Any[2,1,3,4]","go towards the lamp and at the corner take a left",""
"Cleaned-KLS_Jelly0_2_3_Dirs_1.txt","Any[1,2,4]","go straight again and at the next corner take a right onto the wood path",""
"Cleaned-KLS_Jelly0_2_3_Dirs_1.txt","Any[1,1,3,4]","go down to the easel and take a left",""
"Cleaned-KLS_Jelly0_2_3_Dirs_1.txt","Any[1,4]","follow this path straight until you see the blue path",""
"Cleaned-KLS_Jelly0_2_3_Dirs_1.txt","Any[2,1,4]","take a right onto the blue path and go straight towards the coat rack",""
"Cleaned-KLS_Jelly0_2_3_Dirs_1.txt","Any[1,1,1,4]","one intersection before the coat rack will be 3",""
"Cleaned-TJS_Jelly0_1_7_Dirs_1.txt","Any[2,1,1,2,2,1,2,1,4]","look for grey tiled hall",""
"Cleaned-TJS_Jelly0_1_7_Dirs_1.txt","Any[2,1,4]","position 7 is in the middle of the hall with a stool",""
"Cleaned-EDA_Jelly0_6_7_Dirs_1.txt","Any[2,4]","only one way to go",""
"Cleaned-EDA_Jelly0_6_7_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_Jelly0_6_7_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EDA_Jelly0_6_7_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-EDA_Jelly0_6_7_Dirs_1.txt","Any[3,1,1,4]","turn left walk forward twice",""
"Cleaned-EDA_Jelly0_6_7_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EDA_Jelly0_6_7_Dirs_1.txt","Any[1,4]","walk forward once",""
"Cleaned-WLH_Jelly0_7_3_Dirs_1.txt","Any[2,1,2,4]","with your back to the wall move to the chair and turn right",""
"Cleaned-WLH_Jelly0_7_3_Dirs_1.txt","Any[1,4]","move to the next alley",""
"Cleaned-WLH_Jelly0_7_3_Dirs_1.txt","Any[4]","in front is a hatrack and left is grey flooring",""
"Cleaned-KXP_Jelly0_7_1_Dirs_1.txt","Any[2,4]","go down toward the bench",""
"Cleaned-KXP_Jelly0_7_1_Dirs_1.txt","Any[1,3,4]","make a left",""
"Cleaned-KXP_Jelly0_7_1_Dirs_1.txt","Any[1,4]","then go down",""
"Cleaned-KXP_Jelly0_7_1_Dirs_1.txt","Any[2,1,4]","make a right go one space foward",""
"Cleaned-WLH_Jelly0_6_3_Dirs_1.txt","Any[2,1,3,4]","move to the flowered carpet and turn left",""
"Cleaned-WLH_Jelly0_6_3_Dirs_1.txt","Any[1,3,4]","move to the blue carpet and turn left",""
"Cleaned-WLH_Jelly0_6_3_Dirs_1.txt","Any[1,1,1,4]","move along the blue one alley past the chair",""
"Cleaned-WLH_Jelly0_6_3_Dirs_1.txt","Any[4]","in front is a hatrack and left is grey flooring",""
"Cleaned-EMWC_Jelly0_7_5_Dirs_1.txt","Any[2,4]","place your back to the wall of the 't' intersection",""
"Cleaned-EMWC_Jelly0_7_5_Dirs_1.txt","Any[1,4]","go forward one segment to the intersection with the blue-tiled hall",""
"Cleaned-EMWC_Jelly0_7_5_Dirs_1.txt","Any[4]","this contains a chair",""
"Cleaned-EMWC_Jelly0_7_5_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EMWC_Jelly0_7_5_Dirs_1.txt","Any[1,1,1,4]","go forward three segments to the end of the hall",""
"Cleaned-EMWC_Jelly0_7_5_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EMWC_Jelly0_7_5_Dirs_1.txt","Any[1,4]","go forward one segment to the blue-tiled hall intersection",""
"Cleaned-EMWC_Jelly0_7_5_Dirs_1.txt","Any[4]","this intersection contains an easel",""
"Cleaned-EMWC_Jelly0_7_5_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EMWC_Jelly0_7_5_Dirs_1.txt","Any[1,4]","go forward one segment",""
"Cleaned-EMWC_Jelly0_7_5_Dirs_1.txt","Any[4]","position 5 is in the wooden-floored hall",""
"Cleaned-EMWC_Jelly0_7_5_Dirs_1.txt","Any[4]","it is a hall section between the two sections of butterfly pictures",""
"Cleaned-KXP_Jelly0_2_3_Dirs_1.txt","Any[2,1,3,1,2,1,1,2,2,2,1,4]","blue floored area",""
"Cleaned-KXP_Jelly0_2_3_Dirs_1.txt","Any[2,1,1,1,1,4]","pos 3 in between 2 furniture",""
"Cleaned-TJS_Jelly0_6_1_Dirs_1.txt","Any[2,1,2,1,2,2,1,1,3,1,1,1,1,2,2,1,1,3,1,2,1,3,1,2,1,4]","position 1 is in the middle of a red brick floored room",""
"Cleaned-TJS_Jelly0_1_5_Dirs_1.txt","Any[2,4]","go up the hall",""
"Cleaned-TJS_Jelly0_1_5_Dirs_1.txt","Any[1,2,1,3,4]","turn right into the wood floored hall",""
"Cleaned-TJS_Jelly0_1_5_Dirs_1.txt","Any[1,4]","position 5 is in the middle",""
"Cleaned-TJS_Jelly0_1_3_Dirs_1.txt","Any[2,1,3,1,2,1,3,1,1,2,2,1,3,1,4]","position 3 is in the middle of the blue tiled floor in between the coat rack and a chair of some sort",""
"Cleaned-EMWC_Jelly0_5_2_Dirs_1.txt","Any[2,4]","face away from the easel",""
"Cleaned-EMWC_Jelly0_5_2_Dirs_1.txt","Any[1,4]","go forward one segment to the end of the hall",""
"Cleaned-EMWC_Jelly0_5_2_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EMWC_Jelly0_5_2_Dirs_1.txt","Any[1,4]","go forward one segment to the intersection with the lamp",""
"Cleaned-EMWC_Jelly0_5_2_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EMWC_Jelly0_5_2_Dirs_1.txt","Any[1,4]","go forward one segment to the empty corner",""
"Cleaned-EMWC_Jelly0_2_7_Dirs_1.txt","Any[2,4]","go toward the lamp",""
"Cleaned-EMWC_Jelly0_2_7_Dirs_1.txt","Any[1,3,4]","having covered that one segment turn left",""
"Cleaned-EMWC_Jelly0_2_7_Dirs_1.txt","Any[1,4]","go forward one segment",""
"Cleaned-EMWC_Jelly0_2_7_Dirs_1.txt","Any[2,4]","turn right",""
"Cleaned-EMWC_Jelly0_2_7_Dirs_1.txt","Any[1,1,4]","go forward two segments to the intersection with the easel",""
"Cleaned-EMWC_Jelly0_2_7_Dirs_1.txt","Any[3,4]","turn left",""
"Cleaned-EMWC_Jelly0_2_7_Dirs_1.txt","Any[1,4]","go forward one segment",""
"Cleaned-EMWC_Jelly0_2_7_Dirs_1.txt","Any[2,4]","turn right into the blue-tiled hall",""
"Cleaned-EMWC_Jelly0_2_7_Dirs_1.txt","Any[1,1,4]","pass the pink-flowered carpet hall",""
"Cleaned-EMWC_Jelly0_2_7_Dirs_1.txt","Any[1,2,1,4]","the stool is key",""
"Cleaned-EMWC_Jelly0_2_7_Dirs_1.txt","Any[4]","position 7 is the intersection of the stone hall with a bare concrete hall",""
